"","name","results","se","(lower","upper)","missInfo"
"1","1994",0.242205104144963,0.00734999116752979,0.227782754585208,0.256627453704718,"6 %"
"2","2026",0.715009140755495,0.00745240909423098,0.700040226749194,0.729978054761796,"31 %"
