"name","results","se","(lower","upper)","missInfo","race","percentile"
"2:networth.0.96",961140,100613.769220486,763110.359643965,1159169.64035603,"12 %","Black",0.96
"3:networth.0.96",1086720,225552.191240388,603831.884165446,1569608.11583455,"58 %","Latino",0.96
"1:networth.0.97",7967768,351108.827464127,7279598.43298363,8655937.56701637,"1 %","white",0.97
"2:networth.0.97",1084482,133797.89148386,822221.162494197,1346742.8375058,"2 %","Black",0.97
"3:networth.0.97",1341224,193504.619778369,953802.067752142,1728645.93224786,"29 %","Latino",0.97
"1:networth.0.98",10558540,468668.749376047,9639952.40387406,11477127.5961259,"1 %","white",0.98
"2:networth.0.98",1368128,265227.109817627,843982.265540497,1892273.7344595,"18 %","Black",0.98
"3:networth.0.98",1549160,284847.883774374,985528.765597373,2112791.23440263,"19 %","Latino",0.98
"1:networth.0.99",16529000,927168.50335873,14711713.0044031,18346286.995597,"1 %","white",0.99
"2:networth.0.99",2177920,1034609.56382964,144363.867978605,4211476.13202139,"10 %","Black",0.99
"3:networth.0.99",2236572,1049204.14352746,80814.7815759322,4392329.21842407,"43 %","Latino",0.99
