"name","results","se","(lower","upper)","missInfo","race","percentile"
"1:income.0.75",143761.27254509,3775.57862329092,136086.319330201,151436.225759979,"38 %","white",0.75
"2:income.0.75",83662.5751503006,2738.07085081194,78259.4642280877,89065.6860725135,"16 %","Black",0.75
"3:income.0.75",91445.1402805611,5994.06086432839,79679.431909147,103210.848651975,"7 %","Latino",0.75
"1:income.0.76",147868.73747495,3829.10690492404,139876.263149861,155861.211800039,"50 %","white",0.76
"2:income.0.76",85175.8517034068,2537.36706762463,80199.847471657,90151.8559351567,"4 %","Black",0.76
"3:income.0.76",94039.3286573146,5700.3040752865,82841.7056936131,105236.951621016,"9 %","Latino",0.76
"1:income.0.77",152840.931863727,4543.17941379513,143415.004348759,162266.859378696,"47 %","white",0.77
"2:income.0.77",86905.3106212425,2793.20559295493,81425.9094760242,92384.7117664607,"6 %","Black",0.77
"3:income.0.77",96417.3346693387,5288.62922531569,86051.4965982068,106783.172740471,"1 %","Latino",0.77
"1:income.0.78",159110.220440882,4507.7871790234,150097.454546908,168122.986334856,"28 %","white",0.78
"2:income.0.78",88418.5871743487,3309.6029832948,81930.5979200479,94906.5764286495,"3 %","Black",0.78
"3:income.0.78",98146.7935871744,5626.15839078677,87052.2898566757,109241.297317673,"15 %","Latino",0.78
"1:income.0.79",164082.414829659,3832.99642341266,156275.65689693,171889.172762389,"39 %","white",0.79
"2:income.0.79",89715.6813627254,4067.21745749203,81744.0816287485,97687.2810967024,"0 %","Black",0.79
"3:income.0.79",102254.258517034,5410.9658761742,91636.5096575803,112872.007376488,"6 %","Latino",0.79
"1:income.0.8",170351.703406814,4799.4899328777,160159.975954678,180543.430858949,"56 %","white",0.8
"2:income.0.8",92742.2344689379,5017.18109509141,82904.2149845153,102580.25395336,"4 %","Black",0.8
"3:income.0.8",105280.811623246,5447.47772415463,94547.1157526934,116014.5074938,"14 %","Latino",0.8
"1:income.0.81",176404.809619238,5322.85930666261,165493.41282651,187316.206411967,"42 %","white",0.81
"2:income.0.81",96633.5170340682,5910.84053650654,85030.1635606507,108236.870507486,"7 %","Black",0.81
"3:income.0.81",108091.182364729,5189.17534912345,97920.5855709844,118261.779158474,"0 %","Latino",0.81
"1:income.0.82",184944.013026052,6475.12210531942,171680.620149745,198207.405902359,"42 %","white",0.82
"2:income.0.82",100308.617234469,6913.98180408525,86545.1182948063,114072.116174132,"24 %","Black",0.82
"3:income.0.82",109172.094188377,5811.54728234217,97775.7282379143,120568.460138839,"4 %","Latino",0.82
"1:income.0.83",193267.034068136,5067.14729415307,182775.24719061,203758.820945663,"47 %","white",0.83
"2:income.0.83",105280.811623246,6217.91228884397,93055.7907776327,117505.83246886,"11 %","Black",0.83
"3:income.0.83",112847.194388778,6706.60237906814,99689.9617769839,126004.427000571,"6 %","Latino",0.83
"1:income.0.84",203211.422845691,7638.6988911696,186647.99816757,219774.847523813,"62 %","white",0.84
"2:income.0.84",110036.823647295,5730.26729247042,98760.3590371403,121313.288257449,"12 %","Black",0.84
"3:income.0.84",117819.388777555,7812.78082270642,102445.263807074,133193.513748037,"12 %","Latino",0.84
"1:income.0.85",213371.993987976,7371.30471817577,198304.43355972,228439.554416232,"41 %","white",0.85
"2:income.0.85",114144.288577154,5497.20830495631,103238.648961837,125049.928192472,"21 %","Black",0.85
"3:income.0.85",120845.941883768,7815.7301478314,105523.875221466,136168.008546069,"3 %","Latino",0.85
"1:income.0.86",221586.923847695,5812.62676824169,209501.320958483,233672.526736908,"48 %","white",0.86
"2:income.0.86",120197.394789579,5556.70118969475,109212.653742646,131182.135836512,"18 %","Black",0.86
"3:income.0.86",129060.871743487,7456.42576599375,114446.292692487,143675.450794487,"1 %","Latino",0.86
"1:income.0.87",232612.224448898,7540.27818099912,216819.478881792,248404.970016003,"51 %","white",0.87
"2:income.0.87",123007.765531062,5748.02417704799,111696.919219586,134318.611842538,"12 %","Black",0.87
"3:income.0.87",130357.965931864,7013.0754363151,116601.631235645,144114.300628083,"5 %","Latino",0.87
"1:income.0.88",246880.260521042,9563.7426030996,226687.382615177,267073.138426907,"54 %","white",0.88
"2:income.0.88",126682.865731463,6360.92119576264,114135.279833435,139230.451629491,"15 %","Black",0.88
"3:income.0.88",135762.5250501,7343.6704486881,121301.05815867,150223.99194153,"13 %","Latino",0.88
"1:income.0.89",267633.76753507,9194.10677933416,249255.682800697,286011.852269443,"28 %","white",0.89
"2:income.0.89",133384.519038076,8509.94595015389,115888.692047397,150880.346028755,"44 %","Black",0.89
